Customer_ID,Customer_Segment,Region,Plan_Type,Payment_Method,Subscription_Start_Date,Monthly_Fee,Number_of_Transactions,Average_Transaction_Value,Credit_Score,Customer_Support_Tickets,Satisfaction_Score,Total_Revenue,Is_Churned,Column1,Churn_Date,Churn_Reason,Account_Tenure_Months,Login_Frequency,Feature_Usage_Score,Outstanding_Balance,Revenue_Growth_Rate,Avg_Rev_Per_Month,Customer_Lifetime_Value
CUST1556,Enterprise,Port Harcourt,Basic,Card,4/12/2024,5000,68,36679.67,470,3,2.9,2494217.56,0,Not_Churned,,None,17.9,Daily,42,10000,0.17,139341.76,2969980.93
CUST1557,Corporate,Ibadan,Standard,Transfer,12/2/2021,10000,73,35212.07,563,4,4.9,2570481.11,0,Not_Churned,,None,46.6,Monthly,73,50000,0.27,55160.54,2919735.3
CUST1558,Enterprise,Ibadan,Basic,Transfer,6/27/2024,30000,72,23141.52,684,8,4.1,1666189.44,0,Not_Churned,,None,15.3,Daily,41,0,0.29,108901.27,2500871.64
CUST1559,Corporate,Abuja,Standard,Wallet,9/24/2023,20000,32,36026.04,774,5,3,1152833.28,0,Not_Churned,,None,24.6,Weekly,97,10000,-0.17,46863.14,1298351.7
CUST1560,Enterprise,Kano,Basic,Transfer,7/6/2022,30000,185,37878.88,820,9,2.9,7007592.8,0,Not_Churned,,None,39.4,Weekly,66,50000,0.23,177857.69,8460443.14
CUST1561,SME,Abuja,Premium,Transfer,8/23/2024,5000,120,56969.6,512,3,3.6,6836352,0,Not_Churned,,None,13.4,Weekly,62,10000,0.23,510175.52,12467352.74
CUST1562,SME,Ibadan,Basic,Card,7/25/2023,10000,55,69733.4,627,7,2.2,3835337,0,Not_Churned,,None,26.6,Daily,81,0,-0.07,144185.6,4550578.96
CUST1563,SME,Lagos,Basic,Card,4/12/2020,5000,185,44299.05,700,8,2.4,8195324.25,0,Not_Churned,,None,66.6,Weekly,71,0,-0.13,123052.92,9590858.1
CUST1564,Enterprise,Port Harcourt,Basic,Wallet,8/9/2021,30000,8,74752.32,415,9,,598018.56,1,Is_Churned,5/22/2023,Inactive,50.4,Monthly,86,5000,0.25,11865.45,644038.55
CUST1565,Corporate,Abuja,Basic,Wallet,11/25/2020,5000,83,40254.88,430,4,4.3,3341155.04,0,Not_Churned,,None,59,Daily,74,50000,-0.05,56629.75,3931742.79
CUST1566,Corporate,Ibadan,Basic,Transfer,10/31/2023,5000,21,36125.53,561,1,3.5,758636.13,0,Not_Churned,,None,23.3,Monthly,79,,-0.2,32559.49,1102559.38
CUST1567,Enterprise,Kano,Premium,Card,1/22/2024,10000,112,58706.93,705,5,2,6575176.16,0,Not_Churned,,None,20.6,Weekly,57,10000,-0.07,319183.31,8273179.93
CUST1568,SME,Ibadan,Standard,Wallet,1/10/2022,20000,199,12134.47,592,7,4,2414759.53,1,Is_Churned,1/2/2021,Poor Service,45.3,Weekly,66,0,-0.18,53305.95,3034206.16
CUST1569,SME,Kano,Basic,Wallet,3/10/2021,30000,78,17181.02,,4,3.3,1340119.56,0,Not_Churned,,None,55.5,Daily,50,10000,-0.05,24146.3,1503092.41
CUST1570,Corporate,Abuja,Premium,Cash,4/6/2024,10000,179,47617.26,,0,3.5,8523489.54,1,Is_Churned,5/12/2024,Poor Service,18.1,Monthly,78,10000,0,470911.02,10534893.96
CUST1571,SME,Kano,Basic,Wallet,4/11/2023,20000,188,94862.14,845,7,2.6,17834082.32,0,Not_Churned,,None,30.1,Daily,58,20000,-0.04,592494.43,22766853.28
CUST1572,Retail,Enugu,Basic,Transfer,6/21/2023,5000,27,74936.06,631,8,3.7,2023273.62,1,Is_Churned,3/3/2020,None,27.7,Monthly,64,0,0.35,73042.37,2897556.66
CUST1573,Corporate,Enugu,Standard,Card,5/11/2023,20000,22,17931.39,826,0,4.9,394490.58,0,Not_Churned,,None,29.1,Weekly,46,5000,-0.06,13556.38,544880.04
CUST1574,SME,Enugu,Basic,Wallet,7/8/2022,5000,133,86168.62,583,7,2.2,11460426.46,0,Not_Churned,,None,39.3,Daily,70,50000,0.08,291613.9,13066468.08
CUST1575,Corporate,Lagos,Premium,Cash,9/11/2022,5000,39,75907.07,414,9,2.9,2960375.73,1,Is_Churned,1/18/2024,High Fees,37.2,Daily,96,10000,0.37,79579.99,3612364.89
CUST1576,Retail,Abuja,Premium,Card,2/13/2023,10000,68,64985.19,831,1,2.7,4418992.92,0,Not_Churned,,None,32,Monthly,41,20000,0.33,138093.53,4976657.3
CUST1577,Corporate,Ibadan,Standard,Wallet,5/13/2021,5000,190,83826.37,704,3,2.7,15927010.3,0,Not_Churned,,None,53.4,Weekly,77,20000,-0.01,298258.62,18061528.91
CUST1578,Corporate,Ibadan,Basic,Cash,4/12/2021,10000,63,46369.89,608,1,3.1,2921303.07,0,Not_Churned,,None,54.4,Weekly,44,50000,0,53700.42,3335205.85
CUST1579,Corporate,Lagos,Premium,Wallet,6/18/2024,20000,5,29935.09,571,1,4.5,149675.45,0,Not_Churned,,None,15.6,Monthly,53,50000,0.16,9594.58,205683.85
CUST1580,Corporate,Kano,Basic,Card,6/24/2020,20000,135,56082.11,665,9,4.7,7571084.85,1,Is_Churned,8/8/2022,Switched to Competitor,64.1,Monthly,57,0,0.35,118113.65,8440127.85
CUST1581,Retail,Lagos,Basic,Card,4/12/2023,5000,71,59395.76,419,2,2.6,4217098.96,0,Not_Churned,,None,30.1,Monthly,75,10000,-0.19,140102.96,5797382.89
CUST1582,Enterprise,Kano,Basic,Card,12/10/2022,10000,41,58449.37,,7,3.6,2396424.17,1,Is_Churned,7/6/2023,High Fees,34.2,Monthly,43,10000,0.04,70070.88,2922042.5
CUST1583,Corporate,Kano,Standard,Transfer,10/24/2021,5000,33,60856.64,407,3,3.9,2008269.12,1,Is_Churned,2/22/2023,None,47.9,Monthly,63,50000,0.31,41926.29,2447611.23
CUST1584,Corporate,Port Harcourt,Basic,Wallet,8/6/2024,10000,93,95383.44,828,6,3.6,8870659.92,0,Not_Churned,,None,14,Weekly,52,,0.05,633618.57,12581455.92
CUST1585,SME,Ibadan,Premium,Transfer,7/23/2021,10000,165,91202.11,433,9,,15048348.15,0,Not_Churned,,None,51,Weekly,94,10000,0.23,295065.65,18513197.26
CUST1586,Corporate,Enugu,Basic,Card,1/30/2023,10000,104,88814.53,623,2,2.6,9236711.12,1,Is_Churned,8/25/2021,Inactive,32.5,Daily,60,20000,0.22,284206.5,10328396.48
CUST1587,SME,Kano,Premium,Cash,7/21/2022,20000,193,82127.51,578,9,3.5,15850609.43,0,Not_Churned,,None,38.9,Weekly,96,50000,-0.08,407470.68,19220505.99
CUST1588,Enterprise,Port Harcourt,Basic,Wallet,6/27/2022,10000,126,94908.53,645,2,3.2,11958474.78,1,Is_Churned,1/23/2024,High Fees,39.7,Monthly,72,10000,0.07,301221.03,15003515.32
CUST1589,Retail,Ibadan,Premium,Transfer,3/29/2020,20000,94,18864.52,659,1,4.4,1773264.88,0,Not_Churned,,None,67,Weekly,59,0,0.14,26466.64,2046569.17
CUST1590,Retail,Enugu,Premium,Wallet,10/26/2020,10000,136,33861.09,507,5,4.3,4605108.24,0,Not_Churned,,None,60,Weekly,44,50000,0.23,76751.8,4972329.29
CUST1591,Enterprise,Kano,Basic,Cash,3/11/2022,20000,18,54555.04,641,5,2.4,981990.72,1,Is_Churned,7/3/2023,Poor Service,43.3,Weekly,63,20000,0.29,22678.77,1132006.56
CUST1592,Retail,Kano,Basic,Transfer,11/7/2020,30000,165,86188.1,822,0,2.3,14221036.5,0,Not_Churned,,None,59.6,Daily,74,0,0.26,238607.99,16277303.92
CUST1593,Enterprise,Lagos,Premium,Card,1/16/2022,20000,154,55464.91,423,6,4.7,8541596.14,0,Not_Churned,,None,45.1,Daily,69,50000,-0.18,189392.38,9648205.48
CUST1594,Enterprise,Lagos,Standard,Transfer,9/3/2023,20000,180,77323.13,615,3,3.6,13918163.4,0,Not_Churned,,None,25.3,Monthly,67,50000,0.2,550125.04,18827844.73
CUST1595,Enterprise,Ibadan,Basic,Wallet,2/21/2022,5000,135,22506.39,454,2,4.6,3038362.65,1,Is_Churned,9/23/2024,None,43.9,Monthly,92,10000,0.1,69210.99,3481937.5
CUST1596,Retail,Enugu,Standard,Wallet,4/16/2023,10000,89,32717.24,425,7,2.2,2911834.36,0,Not_Churned,,None,29.9,Daily,90,,0.14,97385.76,3511515.96
CUST1597,SME,Kano,Basic,Wallet,12/20/2020,30000,155,75859.85,680,1,3.6,11758276.75,0,Not_Churned,,None,58.2,Weekly,84,50000,0.02,202032.25,12560873
CUST1598,Enterprise,Ibadan,Basic,Wallet,11/8/2023,5000,25,24826.06,691,8,3.6,620651.5,0,Not_Churned,,None,23.1,Weekly,46,20000,0.23,26868.03,710747.41
CUST1599,Corporate,Ibadan,Basic,Card,11/12/2021,10000,175,41622.03,726,7,4.6,7283855.25,0,Not_Churned,,None,47.3,Daily,81,0,0.2,153992.71,8903467.98
CUST1600,Retail,Abuja,Basic,Transfer,5/1/2022,30000,30,33837.96,585,7,2.3,1015138.8,0,Not_Churned,,None,41.6,Monthly,74,10000,0.15,24402.38,1195860.6
CUST1601,Enterprise,Lagos,Standard,Card,11/27/2020,30000,45,41487.55,411,2,2.7,1866939.75,0,Not_Churned,,None,58.9,Weekly,94,5000,0.32,31696.77,2122601.41
CUST1602,Enterprise,Enugu,Basic,Card,5/17/2020,30000,126,73749.16,528,3,3.2,9292394.16,0,Not_Churned,,None,65.4,Monthly,69,,-0.14,142085.54,10194635.96
CUST1603,Corporate,Kano,Premium,Card,4/15/2021,10000,42,43106.25,771,1,4.6,1810462.5,1,Is_Churned,9/25/2025,High Fees,54.3,Weekly,73,5000,-0.02,33341.85,1951521.1
CUST1604,SME,Ibadan,Premium,Wallet,6/29/2023,30000,92,59973.7,,1,4.8,5517580.4,0,Not_Churned,,None,27.5,Monthly,78,50000,0.1,200639.29,6931314.6
CUST1605,SME,Kano,Standard,Wallet,2/10/2021,30000,15,18993.87,808,3,5,284908.05,0,Not_Churned,,None,56.4,Weekly,48,10000,0.38,5051.56,310471.98
CUST1606,SME,Abuja,Basic,Wallet,11/16/2022,5000,33,82451.59,607,5,4.9,2720902.47,1,Is_Churned,4/12/2022,High Fees,35,Monthly,99,10000,-0.16,77740.07,3540216.51
CUST1607,Enterprise,Enugu,Premium,Transfer,2/22/2024,20000,64,43289.98,,4,2,2770558.72,0,Not_Churned,,None,19.5,Monthly,92,10000,0,142079.93,4458624.04
CUST1608,Enterprise,Ibadan,Standard,Cash,1/21/2023,10000,199,68368.07,738,0,2.1,13605245.93,1,Is_Churned,1/4/2025,Inactive,32.8,Monthly,51,,0.36,414794.08,18168754.39
CUST1609,Enterprise,Kano,Basic,Wallet,3/5/2021,20000,197,75285.06,595,9,2.4,14831156.82,0,Not_Churned,,None,55.7,Daily,93,0,0.34,266268.52,16895927.39
CUST1610,Retail,Lagos,Premium,Transfer,10/11/2020,5000,65,28869.48,661,0,3,1876516.2,0,Not_Churned,,None,60.5,Monthly,68,0,0.32,31016.8,2144910.53
CUST1611,Corporate,Abuja,Premium,Wallet,2/19/2021,20000,151,89620.75,681,5,4.5,13532733.25,0,Not_Churned,,None,56.1,Daily,49,50000,-0.01,241225.19,16314808.09
CUST1612,Enterprise,Enugu,Standard,Wallet,6/24/2021,30000,178,65460.18,768,2,4.7,11651912.04,0,Not_Churned,,None,52,Daily,66,,0.31,224075.23,13410485.15
CUST1613,Corporate,Abuja,Basic,Card,4/7/2020,30000,181,48585.26,502,2,2.6,8793932.06,0,Not_Churned,,None,66.7,Monthly,58,50000,0.1,131843.06,9947203.18
CUST1614,Corporate,Lagos,Basic,Card,10/16/2020,10000,26,26410.17,519,6,,686664.42,0,Not_Churned,,None,60.3,Daily,52,0,0.17,11387.47,785314.84
CUST1615,SME,Enugu,Premium,Card,5/21/2023,10000,82,94807.08,582,0,4.8,7774180.56,0,Not_Churned,,None,28.8,Daily,81,0,-0.06,269936.82,10304322.62
CUST1616,Retail,Abuja,Premium,Transfer,7/21/2024,10000,117,77956.14,822,0,3.4,9120868.38,0,Not_Churned,,None,14.5,Daily,76,0,0.22,629025.41,14632745.05
CUST1617,Enterprise,Port Harcourt,Premium,Cash,12/31/2021,5000,189,28722.21,408,9,2.3,5428497.69,0,Not_Churned,,None,45.6,Weekly,71,20000,0,119046,6504238.75
CUST1618,SME,Lagos,Basic,Cash,10/7/2020,10000,127,40393.97,444,2,3.4,5130034.19,0,Not_Churned,,None,60.6,Monthly,54,10000,0.01,84654.03,5937045.34
CUST1619,SME,Lagos,Standard,Transfer,6/24/2021,5000,146,82870.68,643,7,3.1,12099119.28,0,Not_Churned,,None,52,Daily,60,20000,0.18,232675.37,14491462.51
CUST1620,Enterprise,Lagos,Standard,Wallet,3/20/2024,30000,48,72610.99,669,0,3.7,3485327.52,0,Not_Churned,,None,18.6,Monthly,42,0,-0.06,187383.2,4727208.69
CUST1621,Corporate,Port Harcourt,Basic,Transfer,8/24/2023,20000,148,78920.59,511,9,3.3,11680247.32,0,Not_Churned,,None,25.6,Daily,47,,-0.07,456259.66,16111671.92
CUST1622,SME,Port Harcourt,Standard,Wallet,7/25/2024,30000,101,49708.1,454,3,2.1,5020518.1,0,Not_Churned,,None,14.4,Monthly,45,20000,0.02,348647.09,6380881.11
CUST1623,Corporate,Kano,Premium,Transfer,6/13/2022,30000,81,74482.86,792,8,5,6033111.66,0,Not_Churned,,None,40.2,Daily,68,50000,0.27,150077.4,7666808.01
CUST1624,Retail,Ibadan,Standard,Transfer,3/21/2023,30000,144,44784.44,414,3,3.6,6448959.36,0,Not_Churned,,None,30.8,Weekly,58,10000,-0.07,209381.8,7623674.83
CUST1625,Corporate,Abuja,Standard,Transfer,11/11/2022,10000,59,29013.66,436,9,3.4,1711805.94,0,Not_Churned,,None,35.1,Weekly,56,50000,0.27,48769.4,2035202.8
CUST1626,Retail,Kano,Standard,Cash,2/21/2022,10000,55,66940.93,577,7,4.9,3681751.15,1,Is_Churned,11/18/2024,Inactive,43.9,Weekly,49,10000,0.22,83866.77,4539917.4
CUST1627,Corporate,Abuja,Premium,Card,5/2/2020,10000,106,97841.25,526,6,2.5,10371172.5,0,Not_Churned,,None,65.9,Daily,72,5000,0.21,157377.43,11745531.37
CUST1628,SME,Ibadan,Basic,Transfer,4/14/2020,20000,171,37954.09,516,2,2.6,6490149.39,0,Not_Churned,,None,66.5,Monthly,52,10000,0.08,97596.23,7054026.34
CUST1629,SME,Port Harcourt,Premium,Cash,8/17/2021,10000,165,51487.26,739,6,4.4,8495397.9,1,Is_Churned,10/6/2022,Inactive,50.2,Daily,66,50000,0.25,169231.03,9346391.51
CUST1630,Retail,Ibadan,Basic,Card,2/25/2024,5000,165,70660.12,471,6,2.8,11658919.8,0,Not_Churned,,None,19.4,Weekly,81,10000,-0.19,600975.25,18641909.72
CUST1631,Enterprise,Port Harcourt,Basic,Card,3/23/2021,30000,33,58735.57,751,9,4.4,1938273.81,0,Not_Churned,,None,55.1,Daily,51,5000,-0.02,35177.38,2071595.46
CUST1632,Retail,Ibadan,Basic,Transfer,6/21/2022,20000,73,85908.5,510,2,2.8,6271320.5,0,Not_Churned,,None,39.9,Monthly,41,5000,0.21,157175.95,6748980.63
CUST1633,Retail,Kano,Standard,Wallet,6/27/2020,20000,163,78556.84,548,1,2.1,12804764.92,0,Not_Churned,,None,64,Weekly,49,0,0.39,200074.45,14616721.87
CUST1634,Corporate,Enugu,Standard,Wallet,3/30/2023,20000,84,15246.75,584,8,3.6,1280727,0,Not_Churned,,None,30.5,Daily,60,5000,-0.2,41991.05,1638922.01
CUST1635,Corporate,Kano,Basic,Wallet,9/30/2021,20000,35,99857.91,504,0,2.6,3495026.85,0,Not_Churned,,None,48.7,Monthly,62,20000,0.11,71766.47,4186750.05
CUST1636,Retail,Abuja,Basic,Transfer,8/7/2021,20000,116,77716.22,546,6,4.3,9015081.52,0,Not_Churned,,None,50.5,Weekly,40,50000,0.35,178516.47,10726109.35
CUST1637,SME,Kano,Standard,Wallet,6/2/2024,5000,50,87751.3,620,3,3.9,4387565,0,Not_Churned,,None,16.2,Monthly,72,20000,0.32,270837.35,7304302.45
CUST1638,Corporate,Lagos,Premium,Cash,6/17/2022,30000,101,68607.79,713,1,4.8,6929386.79,0,Not_Churned,,None,40,Monthly,91,20000,-0.19,173234.67,8886761.41
CUST1639,Enterprise,Abuja,Basic,Cash,6/2/2023,20000,56,87065.66,750,1,,4875676.96,0,Not_Churned,,None,28.4,Weekly,65,50000,0.12,171678.77,6588210.79
CUST1640,Corporate,Ibadan,Premium,Cash,5/20/2021,30000,142,20114.47,773,7,2.5,2856254.74,0,Not_Churned,,None,53.1,Daily,54,20000,-0.2,53790.11,3130080.67
CUST1641,Corporate,Abuja,Standard,Cash,1/29/2024,10000,78,41296.41,405,6,4.4,3221119.98,0,Not_Churned,,None,20.3,Daily,61,20000,0.27,158675.86,4359058.43
CUST1642,Enterprise,Enugu,Basic,Card,12/2/2021,20000,45,88877.88,659,6,3.9,3999504.6,0,Not_Churned,,None,46.6,Daily,64,20000,-0.01,85826.28,4752667.78
CUST1643,Retail,Port Harcourt,Premium,Cash,4/25/2021,20000,81,28148.97,698,4,4,2280066.57,0,Not_Churned,,None,54,Daily,40,5000,0.26,42223.45,2611701.41
CUST1644,Enterprise,Ibadan,Premium,Wallet,2/12/2023,30000,135,17041.79,748,9,4.5,2300641.65,1,Is_Churned,1/29/2021,Switched to Competitor,32,Monthly,98,50000,0.37,71895.05,2619142.25
CUST1645,Retail,Abuja,Premium,Transfer,8/22/2024,20000,191,80930.7,441,7,3.7,15457763.7,0,Not_Churned,,None,13.5,Daily,65,50000,0.39,1145019.53,24965384.4
CUST1646,Retail,Ibadan,Standard,Wallet,1/30/2022,20000,118,85193.75,658,1,3.4,10052862.5,0,Not_Churned,,None,44.6,Daily,60,50000,0.34,225400.5,12527479.81
CUST1647,Retail,Ibadan,Standard,Cash,2/24/2024,20000,56,24638.7,784,1,3.9,1379767.2,0,Not_Churned,,None,19.5,Monthly,80,20000,-0.08,70757.29,1858557.33
CUST1648,Enterprise,Ibadan,Premium,Card,11/25/2020,5000,166,86891.14,838,4,2.9,14423929.24,0,Not_Churned,,None,59,Monthly,63,5000,-0.08,244473.38,16629175.98
CUST1649,Retail,Port Harcourt,Premium,Cash,12/27/2023,5000,181,71809.1,670,0,2.5,12997447.1,0,Not_Churned,,None,21.4,Weekly,78,50000,0.18,607357.34,18186348.98
CUST1650,SME,Kano,Standard,Transfer,9/14/2023,20000,160,56807.44,446,5,3.8,9089190.4,1,Is_Churned,3/27/2022,None,24.9,Monthly,55,10000,0.13,365027.73,11422954.47
CUST1651,Enterprise,Ibadan,Premium,Wallet,6/4/2024,5000,91,84722.52,484,3,2.7,7709749.32,0,Not_Churned,,None,16.1,Weekly,71,50000,-0.19,478866.42,11582553.22
CUST1652,SME,Lagos,Premium,Transfer,11/26/2023,10000,113,47732.43,573,5,2.2,5393764.59,1,Is_Churned,5/17/2022,None,22.5,Weekly,55,0,0.04,239722.87,6566466.87
CUST1653,Retail,Enugu,Standard,Transfer,3/15/2022,20000,145,27459.46,457,6,2,3981621.7,0,Not_Churned,,None,43.2,Daily,52,10000,0.34,92167.17,4711121.7
CUST1654,Corporate,Port Harcourt,Premium,Transfer,7/5/2024,10000,73,35636.74,598,2,3.8,2601482.02,1,Is_Churned,3/13/2020,Poor Service,15.1,Daily,81,50000,0.34,172283.58,4356959.79
CUST1655,Retail,Abuja,Premium,Wallet,5/2/2022,30000,124,55464.76,608,7,3.1,6877630.24,0,Not_Churned,,None,41.6,Daily,71,20000,-0.08,165327.65,8502888.65
CUST1656,SME,Port Harcourt,Premium,Cash,12/8/2023,10000,71,57819.77,647,6,4.3,4105203.67,0,Not_Churned,,None,22.1,Monthly,89,50000,0.03,185755.82,5260900.35
CUST1657,SME,Abuja,Standard,Transfer,3/26/2023,30000,65,82502.27,610,0,3.1,5362647.55,1,Is_Churned,9/2/2024,Poor Service,30.6,Monthly,80,5000,0.14,175249.92,6065183.64
CUST1658,Enterprise,Port Harcourt,Premium,Wallet,11/25/2021,20000,192,81221.75,438,5,3.5,15594576,0,Not_Churned,,None,46.8,Daily,83,5000,0.31,333217.44,18993221.84
CUST1659,Corporate,Abuja,Standard,Card,2/21/2020,30000,75,62322.99,651,6,3.2,4674224.25,1,Is_Churned,11/29/2020,None,68.3,Daily,63,50000,0.12,68436.67,5042780.11
CUST1660,Enterprise,Ibadan,Standard,Wallet,9/10/2024,30000,156,80270.69,530,3,4,12522227.64,0,Not_Churned,,None,12.8,Monthly,52,20000,0.38,978299.03,15924158.67
CUST1661,SME,Kano,Basic,Card,6/28/2020,10000,195,27259.61,813,1,3.1,5315623.95,0,Not_Churned,,None,64,Weekly,50,20000,0.28,83056.62,5897579.54
CUST1662,Retail,Abuja,Basic,Wallet,1/15/2023,10000,193,14505.81,690,9,4.9,2799621.33,0,Not_Churned,,None,33,Weekly,54,20000,0.37,84837.01,3618742.58
CUST1663,Corporate,Abuja,Premium,Cash,7/4/2022,10000,155,88627.04,649,8,4.8,13737191.2,0,Not_Churned,,None,39.5,Daily,49,50000,0.24,347776.99,17311100.5
CUST1664,Retail,Lagos,Standard,Transfer,3/6/2024,20000,34,16799.9,840,6,4.5,571196.6,0,Not_Churned,,None,19.1,Daily,81,50000,0.33,29905.58,925273.24
CUST1665,Retail,Abuja,Basic,Cash,6/15/2024,20000,192,32201.96,812,0,4.8,6182776.32,0,Not_Churned,,None,15.7,Daily,80,0,0.3,393807.41,8035509.91
CUST1666,Corporate,Lagos,Premium,Wallet,5/4/2022,10000,150,72578.71,833,7,3.3,10886806.5,0,Not_Churned,,None,41.5,Weekly,96,5000,-0.05,262332.69,12367452.65
CUST1667,Enterprise,Enugu,Basic,Transfer,5/3/2024,20000,100,46850.31,845,2,3.6,4685031,0,Not_Churned,,None,17.2,Daily,96,10000,-0.06,272385.52,6996334.98
CUST1668,Retail,Ibadan,Basic,Card,1/24/2020,20000,60,88868.26,451,3,4.2,5332095.6,0,Not_Churned,,None,69.2,Weekly,42,10000,0.32,77053.4,6125906.59
CUST1669,SME,Lagos,Standard,Wallet,3/6/2021,30000,57,36818.18,773,4,4.1,2098636.26,0,Not_Churned,,None,55.6,Monthly,94,5000,-0.15,37745.26,2291389.24
CUST1670,Retail,Kano,Standard,Transfer,8/20/2024,30000,11,11068.42,413,0,4.7,121752.62,0,Not_Churned,,None,13.5,Monthly,55,0,0.05,9018.71,182080.81
CUST1671,Corporate,Ibadan,Basic,Card,2/4/2020,10000,101,37059.01,818,5,4.1,3742960.01,0,Not_Churned,,None,68.8,Monthly,83,5000,0.29,54403.49,4106136.38
CUST1672,Corporate,Lagos,Basic,Card,2/15/2021,20000,117,62026.75,555,9,5,7257129.75,0,Not_Churned,,None,56.3,Daily,56,0,0.29,128901.06,8540524.14
CUST1673,Corporate,Ibadan,Standard,Cash,3/8/2021,30000,129,43834.45,841,5,3,5654644.05,1,Is_Churned,10/4/2020,High Fees,55.6,Monthly,64,0,-0.12,101702.23,6180280.76
CUST1674,Enterprise,Ibadan,Premium,Wallet,9/30/2020,5000,184,58138.55,429,1,4.5,10697493.2,0,Not_Churned,,None,60.9,Weekly,69,20000,0.09,175656.7,12755983.51
CUST1675,Retail,Ibadan,Standard,Card,6/25/2021,20000,136,88893.83,489,9,4.1,12089560.88,0,Not_Churned,,None,51.9,Weekly,86,5000,0.09,232939.52,13858544.41
CUST1676,Enterprise,Enugu,Basic,Transfer,4/9/2022,5000,166,92123.65,790,5,4.1,15292525.9,0,Not_Churned,,None,42.3,Weekly,96,10000,-0.01,361525.43,17294870.99
CUST1677,Enterprise,Kano,Premium,Card,6/10/2022,10000,165,33937.67,566,7,3,5599715.55,1,Is_Churned,10/9/2020,None,40.3,Daily,74,50000,0.35,138950.76,6372081.28
CUST1678,Corporate,Port Harcourt,Basic,Card,11/17/2020,20000,125,51592.64,750,5,4.4,6449080,0,Not_Churned,,None,59.3,Daily,76,50000,0.19,108753.46,6793252.24
CUST1679,Corporate,Port Harcourt,Premium,Cash,11/5/2023,10000,42,59422.96,468,3,4.7,2495764.32,0,Not_Churned,,None,23.2,Weekly,99,5000,0.39,107576.05,3488893.33
CUST1680,Enterprise,Lagos,Basic,Cash,3/7/2023,10000,126,95420.12,562,3,2.7,12022935.12,0,Not_Churned,,None,31.3,Weekly,52,50000,-0.16,384119.33,15857803.7
CUST1681,Retail,Ibadan,Premium,Transfer,8/19/2023,10000,30,99875.56,641,8,3.9,2996266.8,0,Not_Churned,,None,25.8,Weekly,63,0,0.04,116134.37,3378563.67
CUST1682,SME,Lagos,Premium,Cash,6/27/2021,10000,133,31186.65,782,5,3.2,4147824.45,1,Is_Churned,7/28/2022,Switched to Competitor,51.9,Weekly,77,50000,0.3,79919.55,4809031.92
CUST1683,Enterprise,Enugu,Basic,Card,4/15/2022,10000,8,75428.19,451,7,5,603425.52,1,Is_Churned,12/9/2021,Poor Service,42.1,Monthly,65,0,0.05,14333.15,747259.55
CUST1684,Retail,Enugu,Premium,Card,12/9/2021,20000,43,44022.8,541,7,3.4,1892980.4,1,Is_Churned,3/5/2021,Poor Service,46.4,Weekly,97,0,-0.04,40796.99,2153516.46
CUST1685,Corporate,Abuja,Standard,Cash,2/5/2020,5000,58,10729.74,462,6,2.7,622324.92,0,Not_Churned,,None,68.8,Daily,48,10000,0.4,9045.42,684690.12
CUST1686,Corporate,Enugu,Basic,Card,9/23/2024,20000,165,10832.73,691,2,3.1,1787400.45,0,Not_Churned,,None,12.4,Daily,58,,0.32,144145.2,2688974.52
CUST1687,Retail,Abuja,Standard,Card,4/24/2020,20000,37,51450.94,490,9,4,1903684.78,1,Is_Churned,8/13/2020,Poor Service,66.2,Daily,67,10000,0.13,28756.57,2071647.93
CUST1688,SME,Kano,Basic,Transfer,10/20/2023,20000,24,53950.14,551,0,,1294803.36,0,Not_Churned,,None,23.7,Daily,46,50000,0.14,54633.05,1700195.57
CUST1689,Corporate,Lagos,Premium,Cash,5/10/2023,30000,20,12031.27,823,4,3.8,240625.4,0,Not_Churned,,None,29.1,Daily,84,0,-0.2,8268.91,277793.25
CUST1690,Corporate,Kano,Premium,Card,1/2/2021,30000,153,71823.47,556,9,4.8,10988990.91,0,Not_Churned,,None,57.7,Weekly,61,50000,0.39,190450.45,12315704.82
CUST1691,Corporate,Enugu,Premium,Cash,12/12/2020,20000,177,36460.3,708,9,4.6,6453473.1,0,Not_Churned,,None,58.4,Weekly,69,,0.28,110504.68,7721672.11
CUST1692,Retail,Kano,Basic,Transfer,7/18/2020,5000,131,60390.38,,1,,7911139.78,0,Not_Churned,,None,63.3,Monthly,76,20000,-0.18,124978.51,8316897.27
CUST1693,Enterprise,Kano,Standard,Cash,6/15/2022,20000,91,37082.72,549,9,5,3374527.52,1,Is_Churned,9/29/2025,None,40.1,Monthly,55,10000,-0.09,84152.81,3751758.7
CUST1694,Corporate,Kano,Standard,Card,5/10/2024,10000,86,25042.09,727,1,4.1,2153619.74,0,Not_Churned,,None,16.9,Monthly,75,20000,0.29,127433.12,3427864.47
CUST1695,Enterprise,Enugu,Basic,Cash,4/8/2024,30000,66,46645.64,670,6,2.5,3078612.24,0,Not_Churned,,None,18,Weekly,44,5000,-0.15,171034.01,3794990.49
CUST1696,SME,Ibadan,Basic,Card,5/27/2022,30000,35,30904.6,768,2,2,1081661,0,Not_Churned,,None,40.7,Monthly,68,10000,0.37,26576.44,1226277.55
CUST1697,Corporate,Kano,Standard,Card,3/16/2020,20000,46,58132.09,468,7,2.5,2674076.14,0,Not_Churned,,None,67.5,Weekly,91,50000,0.4,39615.94,2955093.61
